name,cover,birthday,city
王鸥 Angel wang,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2016/11/2017102621310713-e1509024743916.jpg&h=300&w=750&zc=1,,
姜妍,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2016/06/011.jpg&h=300&w=750&zc=1,,
朴多贤,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112807423116.jpeg&h=300&w=750&zc=1,,
柳岩,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112807393859.jpg&h=300&w=750&zc=1,1980年11月8日,湖南衡阳
李妍静,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112807372745.jpg&h=300&w=750&zc=1,1992年7月5日,韩国首尔
李乔丹,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112807334893.jpg&h=300&w=750&zc=1,1990年3月8日,山西太原
李冰冰,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112807312129.jpg&h=300&w=750&zc=1,1973年2月27日,黑龙江哈尔滨
金鑫,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112807293313.jpg&h=300&w=750&zc=1,,
蒋梦婕,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714592682.jpg&h=300&w=750&zc=1,1989年12月7日,安徽芜湖
胡静,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714555573.jpg&h=300&w=750&zc=1,11月13日,云南楚雄
桂纶镁,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714520526.jpg&h=300&w=750&zc=1,1983年12月25日,台湾
戴佩妮,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714472289.jpg&h=300&w=750&zc=1,1978年4月22日,马来西亚柔佛州
陈妍希,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714430559.jpg&h=300&w=750&zc=1,1983年5月31日,台湾台北
陈姝君,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714405844.jpg&h=300&w=750&zc=1,1997年底,陕西西安
陈冰,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112714365144.jpeg&h=300&w=750&zc=1,1990年5月1日,吉林延吉
张梓琳,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112208085882.jpg&h=300&w=750&zc=1,1984年3月22日,河北石家庄
张静初,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112208065249.jpg&h=300&w=750&zc=1,1980年2月2日,福建永安
殷桃,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112208041297.jpg&h=300&w=750&zc=1,1979年12月6日,重庆
徐若瑄,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112208020581.jpg&h=300&w=750&zc=1,1975年3月19日,台湾台中
吴佩慈,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112207592485.jpg&h=300&w=750&zc=1,1978年10月4日,台湾新北
陈懿,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112207565195.jpg&h=300&w=750&zc=1,10月31日,江苏苏州
Amanda Gontijo,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112207545031.jpg&h=300&w=750&zc=1,,
泽尻英龙华 さわじり エリカ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008281845.jpg&h=300&w=750&zc=1,1986年4月8日,日本东京
吴谨言,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008260469.jpeg&h=300&w=750&zc=1,1990年8月16日,四川成都
毛晓彤,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008235026.jpeg&h=300&w=750&zc=1,1988年2月16日,天津
江铠同,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008214075.jpg&h=300&w=750&zc=1,1989年10月24日,山东青岛
贾静雯,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008182957.jpg&h=300&w=750&zc=1,1974年10月7日,台湾台北
陈数,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008153127.jpg&h=300&w=750&zc=1,1977年3月9日,湖北黄石
鲍天琦,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112008125781.jpg&h=300&w=750&zc=1,1992年8月17日,北京
郑秀妍 Jung Soo Yeon 정수연 ジェシカ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112006543123.jpg&h=300&w=750&zc=1,1989年4月18日,韩国
权俞利 Kwon Yu Ri 권유리 クォン・ユリ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112006524574.jpg&h=300&w=750&zc=1,1989年12月5日,韩国
林允儿 Lim Yoon A 임윤아 ユナ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112006484756.jpg&h=300&w=750&zc=1,1990年5月30日,韩国
金泰妍 Kim TaeYeon 김태연,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112006443383.jpg&h=300&w=750&zc=1,1989年3月9日,韩国
黄美英 Tiffany Young 티파니,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019112006412486.jpeg&h=300&w=750&zc=1,1989年8月1日,韩国
洪秀儿,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111809212621.jpg&h=300&w=750&zc=1,1986年6月30日,韩国
白宝蓝,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111809180386.jpg&h=300&w=750&zc=1,1988年6月18日,韩国首尔
童可可,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111809160171.jpg&h=300&w=750&zc=1,1992年1月27日,湖南长沙
冯提莫 2019,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111809131255.jpg&h=300&w=750&zc=1,1991年12月19日,重庆
热依扎,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111809101586.jpg&h=300&w=750&zc=1,1986年7月15日,北京
你的兔妹妹,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111809054997.jpg&h=300&w=750&zc=1,11月20日,直播签约主播
芮呈和,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111808593861.jpg&h=300&w=750&zc=1,1988年5月23日,韩国首尔
徐冬冬,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019111721512762.jpg&h=300&w=750&zc=1,1990年2月16日,哈尔滨
郭MINI,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110522180291.jpg&h=300&w=750&zc=1,1990年1月4日,上海
崔瑟琪 Choi,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110521514621.jpg&h=300&w=750&zc=1,1986年2月13日,韩国
道晖芝 Dovely,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110521480765.jpg&h=300&w=750&zc=1,1991年5月6日,韩国
杨紫,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110520460463.jpg&h=300&w=750&zc=1,1992年11月6日,北京
杨幂,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110520440441.jpg&h=300&w=750&zc=1,1986年9月12日,北京
孙怡,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110520423360.jpg&h=300&w=750&zc=1,1993年6月4日,吉林集安
李沁,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110520405413.jpg&h=300&w=750&zc=1,1990年9月27日,江苏苏州
豆得儿,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110520380063.jpg&h=300&w=750&zc=1,1995年,四川都江堰
徐雅,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110422412633.jpg&h=300&w=750&zc=1,,
徐恩智,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110422300637.jpg&h=300&w=750&zc=1,,
雪梨 셀리,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110422014471.jpg&h=300&w=750&zc=1,1995年12月21日,韩国
徐珠贤 Seohyun,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110421381746.jpeg&h=300&w=750&zc=1,1991年6月28日,韩国首尔
朱敏希 Joo Min Hee,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110421000073.jpg&h=300&w=750&zc=1,1993年1月3日,韩国
孟美岐,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/11/2019110322421779.jpg&h=300&w=750&zc=1,1998年10月15日,河南洛阳
石原里美 石原さとみ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019103109262876.jpg&h=300&w=750&zc=1,1986年12月24日,日本东京
松冈茉优 MAYU MATSUOKA まつおか まゆ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019103109020279.jpg&h=300&w=750&zc=1,1995年2月16日,日本东京
青山知可子 Chikako Aoyama あおやま ちかこ,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019103108330495.jpg&h=300&w=750&zc=1,1966年7月7日,日本大阪
许允美 허윤미,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019103022265227.jpg&h=300&w=750&zc=1,1986年3月23日,韩国仁川
周二珂,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102919024719.jpg&h=300&w=750&zc=1,1995年1月6日,广东湛江
阿冷 2019,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102723135551.jpg&h=300&w=750&zc=1,1992年11月06日,江西鹰潭
朴孝敏 Park Hyo Min 박효민,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102710360157.jpg&h=300&w=750&zc=1,1989年5月30日,韩国釜山
张天爱 2019,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102617221872.jpg&h=300&w=750&zc=1,1990年10月28日,哈尔滨
薇娅,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102520315589.jpg&h=300&w=750&zc=1,,
王钟瑶,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102421324038.jpeg&h=300&w=750&zc=1,1993年07月20日,吉林长春
郑秀晶 Krystal,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102320360863.jpg&h=300&w=750&zc=1,1994年10月24日,旧金山
郭珍霓,http://www.meinv.hk/wp-content/themes/Grace/timthumb.php?src=http://www.meinv.hk/wp-content/uploads/2019/10/2019102119433552.jpg&h=300&w=750&zc=1,1982年1月8日,哈尔滨
